boot\<0\> X,boot\<0\> Y,boot\<1\> X,boot\<1\> Y,charge\<0\> X,charge\<0\> Y,charge\<1\> X,charge\<1\> Y
1.139668237610709e-09,0,1.139668237610709e-09,0.7033600608717796,1.139668237610709e-09,1.1,1.139668237610709e-09,0.3966399391282205
1.146244225585796e-09,0,1.146244225585796e-09,0.7105936476443757,1.146244225585796e-09,1.1,1.146244225585796e-09,0.3894063523556243
1.153823640431447e-09,0,1.153823640431447e-09,0.7189310039745922,1.153823640431447e-09,1.1,1.153823640431447e-09,0.3810689960254079
1.163097912525346e-09,0,1.163097912525346e-09,0.7291327032778807,1.163097912525346e-09,1.1,1.163097912525346e-09,0.3708672967221194
1.175176526237729e-09,0,1.175176526237729e-09,0.7424191783615021,1.175176526237729e-09,1.1,1.175176526237729e-09,0.357580821638498
1.191987371671822e-09,0,1.191987371671822e-09,0.7609111083390047,1.191987371671822e-09,1.1,1.191987371671822e-09,0.3390888916609954
1.210068490092767e-09,0,1.210068490092767e-09,0.7808003386020438,1.210068490092767e-09,1.1,1.210068490092767e-09,0.3191996613979563
1.22544216859986e-09,0,1.22544216859986e-09,0.7977113849598462,1.22544216859986e-09,1.1,1.22544216859986e-09,0.3022886150401539
1.239370296005089e-09,0,1.239370296005089e-09,0.8130323251055983,1.239370296005089e-09,1.1,1.239370296005089e-09,0.2869676748944018
1.252550339232621e-09,0,1.252550339232621e-09,0.8275303726558829,1.252550339232621e-09,1.1,1.252550339232621e-09,0.2724696273441171
1.265339177361486e-09,0,1.265339177361486e-09,0.841598094597634,1.265339177361486e-09,1.1,1.265339177361486e-09,0.258401905402366
1.278157389080819e-09,0,1.278157389080819e-09,0.8556981274889008,1.278157389080819e-09,1.1,1.278157389080819e-09,0.2443018725110993
1.291342547626857e-09,0,1.291342547626857e-09,0.8702018018895428,1.291342547626857e-09,1.1,1.291342547626857e-09,0.2297981981104573
1.305266408934755e-09,0,1.305266408934755e-09,0.8855180493282303,1.305266408934755e-09,1.1,1.305266408934755e-09,0.2144819506717698
1.320437571237275e-09,0,1.320437571237275e-09,0.9022063278610021,1.320437571237275e-09,1.1,1.320437571237275e-09,0.197793672138998
1.337677372265589e-09,0,1.337677372265589e-09,0.9211701089921476,1.337677372265589e-09,1.1,1.337677372265589e-09,0.1788298910078525
1.358736277169085e-09,0,1.358736277169085e-09,0.9443349043859934,1.358736277169085e-09,1.1,1.358736277169085e-09,0.1556650956140066
1.385721660216367e-09,0,1.385721660216367e-09,0.974018825738004,1.385721660216367e-09,1.1,1.385721660216367e-09,0.1259811742619961
1.417751592372333e-09,0,1.417751592372333e-09,1.009251751109566,1.417751592372333e-09,1.1,1.417751592372333e-09,0.09074824889043362
1.44384905245371e-09,0,1.44384905245371e-09,1.037958957199081,1.44384905245371e-09,1.1,1.44384905245371e-09,0.06204104280091938
1.468017866597346e-09,0,1.468017866597346e-09,1.064544652757081,1.468017866597346e-09,1.1,1.468017866597346e-09,0.03545534724291936
1.484133933525946e-09,0,1.484133933525946e-09,1.08227232637854,1.484133933525946e-09,1.1,1.484133933525946e-09,0.0177276736214598
1.500250000454546e-09,0,1.500250000454546e-09,1.1,1.500250000454546e-09,1.1,1.500250000454546e-09,0
1.506674138104103e-09,0,1.506674138104103e-09,1.1,1.506674138104103e-09,1.1,1.506674138104103e-09,0
1.512226053462756e-09,0,1.512226053462756e-09,1.1,1.512226053462756e-09,1.1,1.512226053462756e-09,0
1.518096282787554e-09,0,1.518096282787554e-09,1.1,1.518096282787554e-09,1.1,1.518096282787554e-09,0
1.528092389596261e-09,0,1.528092389596261e-09,1.1,1.528092389596261e-09,1.1,1.528092389596261e-09,0
1.538332973582455e-09,0,1.538332973582455e-09,1.1,1.538332973582455e-09,1.1,1.538332973582455e-09,0
1.552596534333272e-09,0,1.552596534333272e-09,1.1,1.552596534333272e-09,1.1,1.552596534333272e-09,0
1.56945335174758e-09,0,1.56945335174758e-09,1.1,1.56945335174758e-09,1.1,1.56945335174758e-09,0
1.587944632035962e-09,0,1.587944632035962e-09,1.1,1.587944632035962e-09,1.1,1.587944632035962e-09,0
1.609154717932516e-09,0,1.609154717932516e-09,1.1,1.609154717932516e-09,1.1,1.609154717932516e-09,0
1.634168654422907e-09,0,1.634168654422907e-09,1.1,1.634168654422907e-09,1.1,1.634168654422907e-09,0
1.66493677644495e-09,0,1.66493677644495e-09,1.1,1.66493677644495e-09,1.1,1.66493677644495e-09,0
1.705112092529872e-09,0,1.705112092529872e-09,1.1,1.705112092529872e-09,1.1,1.705112092529872e-09,0
1.76325071565819e-09,0,1.76325071565819e-09,1.1,1.76325071565819e-09,1.1,1.76325071565819e-09,0
1.828761442601706e-09,0,1.828761442601706e-09,1.1,1.828761442601706e-09,1.1,1.828761442601706e-09,0
1.904067172969219e-09,0,1.904067172969219e-09,1.1,1.904067172969219e-09,1.1,1.904067172969219e-09,0
1.993426073334179e-09,0,1.993426073334179e-09,1.1,1.993426073334179e-09,1.1,1.993426073334179e-09,0
2.095149343107022e-09,0,2.095149343107022e-09,1.1,2.095149343107022e-09,1.1,2.095149343107022e-09,0
2.203244646355602e-09,0,2.203244646355602e-09,1.1,2.203244646355602e-09,1.1,2.203244646355602e-09,0
2.319803745509008e-09,0,2.319803745509008e-09,1.1,2.319803745509008e-09,1.1,2.319803745509008e-09,0
2.445300022806251e-09,0,2.445300022806251e-09,1.1,2.445300022806251e-09,1.1,2.445300022806251e-09,0
2.58013489057941e-09,0,2.58013489057941e-09,1.1,2.58013489057941e-09,1.1,2.58013489057941e-09,0
2.725452153832341e-09,0,2.725452153832341e-09,1.1,2.725452153832341e-09,1.1,2.725452153832341e-09,0
2.882409855461783e-09,0,2.882409855461783e-09,1.1,2.882409855461783e-09,1.1,2.882409855461783e-09,0
3.052297938902818e-09,0,3.052297938902818e-09,1.1,3.052297938902818e-09,1.1,3.052297938902818e-09,0
3.236530851125056e-09,0,3.236530851125056e-09,1.1,3.236530851125056e-09,1.1,3.236530851125056e-09,0
3.436641494610903e-09,0,3.436641494610903e-09,1.1,3.436641494610903e-09,1.1,3.436641494610903e-09,0
3.654367652608814e-09,0,3.654367652608814e-09,1.1,3.654367652608814e-09,1.1,3.654367652608814e-09,0
3.897108788081147e-09,0,3.897108788081147e-09,1.1,3.897108788081147e-09,1.1,3.897108788081147e-09,0
4.146403753788713e-09,0,4.146403753788713e-09,1.1,4.146403753788713e-09,1.1,4.146403753788713e-09,0
4.393293791018588e-09,0,4.393293791018588e-09,1.1,4.393293791018588e-09,1.1,4.393293791018588e-09,0
4.696646895509293e-09,0,4.696646895509293e-09,1.1,4.696646895509293e-09,1.1,4.696646895509293e-09,0
4.999999999999999e-09,0,4.999999999999999e-09,1.1,4.999999999999999e-09,1.1,4.999999999999999e-09,0
5.256570285463596e-09,0,5.256570285463596e-09,1.1,5.256570285463596e-09,1.1,5.256570285463596e-09,0
5.611468149664813e-09,0,5.611468149664813e-09,1.1,5.611468149664813e-09,1.1,5.611468149664813e-09,0
5.999999999999999e-09,0,5.999999999999999e-09,1.1,5.999999999999999e-09,1.1,5.999999999999999e-09,0
6.251591340266501e-09,0,6.251591340266501e-09,1.1,6.251591340266501e-09,1.1,6.251591340266501e-09,0
6.645930910229321e-09,0,6.645930910229321e-09,1.1,6.645930910229321e-09,1.1,6.645930910229321e-09,0
7.007821620642944e-09,0,7.007821620642944e-09,1.1,7.007821620642944e-09,1.1,7.007821620642944e-09,0
7.17617093678827e-09,0,7.17617093678827e-09,1.1,7.17617093678827e-09,1.1,7.17617093678827e-09,0
7.512869569078921e-09,0,7.512869569078921e-09,1.1,7.512869569078921e-09,1.1,7.512869569078921e-09,0
8.055842028795046e-09,0,8.055842028795046e-09,1.1,8.055842028795046e-09,1.1,8.055842028795046e-09,0
8.693053058406815e-09,0,8.693053058406815e-09,1.1,8.693053058406815e-09,1.1,8.693053058406815e-09,0
9.22229344791501e-09,0,9.22229344791501e-09,1.1,9.22229344791501e-09,1.1,9.22229344791501e-09,0
9.611146723957504e-09,0,9.611146723957504e-09,1.1,9.611146723957504e-09,1.1,9.611146723957504e-09,0
1e-08,0,1e-08,1.1,1e-08,1.1,1e-08,0
1.02310513390636e-08,0,1.02310513390636e-08,1.1,1.02310513390636e-08,1.1,1.02310513390636e-08,0
1.050025000045455e-08,0,1.050025000045455e-08,1.1,1.050025000045455e-08,1.1,1.050025000045455e-08,0
1.050560262021525e-08,0,1.050560262021525e-08,1.1,1.050560262021525e-08,1.094112118263225,1.050560262021525e-08,0
1.050968356913405e-08,0,1.050968356913405e-08,1.1,1.050968356913405e-08,1.089623074452548,1.050968356913405e-08,0
1.051401822246763e-08,0,1.051401822246763e-08,1.1,1.051401822246763e-08,1.084854955785608,1.051401822246763e-08,0
1.051612917699919e-08,0,1.051612917699919e-08,1.1,1.051612917699919e-08,1.082532905800892,1.051612917699919e-08,0
1.051841976466156e-08,0,1.051841976466156e-08,1.1,1.051841976466156e-08,1.080013259372281,1.051841976466156e-08,0
1.052072881617459e-08,0,1.052072881617459e-08,1.1,1.052072881617459e-08,1.077473302707953,1.052072881617459e-08,0
1.052321073112778e-08,0,1.052321073112778e-08,1.1,1.052321073112778e-08,1.074743196259438,1.052321073112778e-08,0
1.052618194888208e-08,0,1.052618194888208e-08,1.1,1.052618194888208e-08,1.071474856729709,1.052618194888208e-08,0
1.052983348117362e-08,0,1.052983348117362e-08,1.1,1.052983348117362e-08,1.067458171209023,1.052983348117362e-08,0
1.053445496231305e-08,0,1.053445496231305e-08,1.1,1.053445496231305e-08,1.062374541955647,1.053445496231305e-08,0
1.054045755073409e-08,0,1.054045755073409e-08,1.1,1.054045755073409e-08,1.055771694692501,1.054045755073409e-08,0
1.054854139825543e-08,0,1.054854139825543e-08,1.1,1.054854139825543e-08,1.046879462419032,1.054854139825543e-08,0
1.056010570636144e-08,0,1.056010570636144e-08,1.1,1.056010570636144e-08,1.034158723502421,1.056010570636144e-08,0
1.057827291279826e-08,0,1.057827291279826e-08,1.1,1.057827291279826e-08,1.014174796421913,1.057827291279826e-08,0
1.060937197610674e-08,0,1.060937197610674e-08,1.1,1.060937197610674e-08,0.9799658267825876,1.060937197610674e-08,0
1.064880838848876e-08,0,1.064880838848876e-08,1.1,1.064880838848876e-08,0.9365857731623675,1.064880838848876e-08,0
1.068325478983639e-08,0,1.068325478983639e-08,1.1,1.068325478983639e-08,0.8986947316799708,1.068325478983639e-08,0
1.071257218941072e-08,0,1.071257218941072e-08,1.1,1.071257218941072e-08,0.8664455921482046,1.071257218941072e-08,0
1.073959867679739e-08,0,1.073959867679739e-08,1.1,1.073959867679739e-08,0.8367164560228771,1.073959867679739e-08,0
1.07698332490783e-08,0,1.07698332490783e-08,1.1,1.07698332490783e-08,0.803458426513866,1.07698332490783e-08,0
1.078653355598128e-08,0,1.078653355598128e-08,1.1,1.078653355598128e-08,0.785088088920598,1.078653355598128e-08,0
1.080273524983687e-08,0,1.080273524983687e-08,1.1,1.080273524983687e-08,0.7672662256794439,1.080273524983687e-08,0
1.081923725945756e-08,0,1.081923725945756e-08,1.1,1.081923725945756e-08,0.7491140150966842,1.081923725945756e-08,0
1.084279215672327e-08,0,1.084279215672327e-08,1.1,1.084279215672327e-08,0.7232036281044021,1.084279215672327e-08,0
1.086368012716575e-08,0,1.086368012716575e-08,1.1,1.086368012716575e-08,0.7002268606176735,1.086368012716575e-08,0
1.088058602145749e-08,0,1.088058602145749e-08,1.1,1.088058602145749e-08,0.681630376896765,1.088058602145749e-08,0
1.089926920801198e-08,0,1.089926920801198e-08,1.1,1.089926920801198e-08,0.6610788716868259,1.089926920801198e-08,0
1.092469548292134e-08,0,1.092469548292134e-08,1.1,1.092469548292134e-08,0.6331099692865215,1.092469548292134e-08,0
1.095805866645111e-08,0,1.095805866645111e-08,1.1,1.095805866645111e-08,0.5964104674037787,1.095805866645111e-08,0
1.097902933322556e-08,0,1.097902933322556e-08,1.1,1.097902933322556e-08,0.5733427339518903,1.097902933322556e-08,0
1.1e-08,0,1.1e-08,1.1,1.1e-08,0.5502750005,1.1e-08,0
1.100915346959873e-08,0,1.100915346959873e-08,1.1,1.100915346959873e-08,0.5402061839414027,1.100915346959873e-08,0
1.102449836370291e-08,0,1.102449836370291e-08,1.1,1.102449836370291e-08,0.5233268004268025,1.102449836370291e-08,0
1.104045578791702e-08,0,1.104045578791702e-08,1.1,1.104045578791702e-08,0.5057736337912807,1.104045578791702e-08,0
1.106142974482903e-08,0,1.106142974482903e-08,1.1,1.106142974482903e-08,0.4827022811880657,1.106142974482903e-08,0
1.109106997589209e-08,0,1.109106997589209e-08,1.1,1.109106997589209e-08,0.4500980270187005,1.109106997589209e-08,0
1.111827224437987e-08,0,1.111827224437987e-08,1.1,1.111827224437987e-08,0.4201755316821413,1.111827224437987e-08,0
1.114239832957796e-08,0,1.114239832957796e-08,1.1,1.114239832957796e-08,0.3936368379642416,1.114239832957796e-08,0
1.115829298080797e-08,0,1.115829298080797e-08,1.1,1.115829298080797e-08,0.3761527216112311,1.115829298080797e-08,0
1.117721374343913e-08,0,1.117721374343913e-08,1.1,1.117721374343913e-08,0.3553398827169542,1.117721374343913e-08,0
1.11934643914899e-08,0,1.11934643914899e-08,1.1,1.11934643914899e-08,0.3374641698611163,1.11934643914899e-08,0
1.120937311542476e-08,0,1.120937311542476e-08,1.1,1.120937311542476e-08,0.3199645735327698,1.120937311542476e-08,0
1.122688046756402e-08,0,1.122688046756402e-08,1.1,1.122688046756402e-08,0.3007064861795809,1.122688046756402e-08,0
1.124994224935664e-08,0,1.124994224935664e-08,1.1,1.124994224935664e-08,0.2753385262076979,1.124994224935664e-08,0
1.127423195632072e-08,0,1.127423195632072e-08,1.1,1.127423195632072e-08,0.2486198485472113,1.127423195632072e-08,0
1.1299320272111e-08,0,1.1299320272111e-08,1.1,1.1299320272111e-08,0.2210227011779041,1.1299320272111e-08,0
1.132276736508155e-08,0,1.132276736508155e-08,1.1,1.132276736508155e-08,0.195230898910296,1.132276736508155e-08,0
1.134625996771253e-08,0,1.134625996771253e-08,1.1,1.134625996771253e-08,0.1693890360162128,1.134625996771253e-08,0
1.137082471417456e-08,0,1.137082471417456e-08,1.1,1.137082471417456e-08,0.1423678149079809,1.137082471417456e-08,0
1.13973502889135e-08,0,1.13973502889135e-08,1.1,1.13973502889135e-08,0.1131896826951561,1.13973502889135e-08,0
1.142685749051246e-08,0,1.142685749051246e-08,1.1,1.142685749051246e-08,0.08073176093629357,1.142685749051246e-08,0
1.146039881990636e-08,0,1.146039881990636e-08,1.1,1.146039881990636e-08,0.04383629860300248,1.146039881990636e-08,0
1.148032441018045e-08,0,1.148032441018045e-08,1.1,1.148032441018045e-08,0.02191814930150124,1.148032441018045e-08,0
1.150025000045455e-08,0,1.150025000045455e-08,1.1,1.150025000045455e-08,0,1.150025000045455e-08,0
1.150349731176402e-08,0,1.150349731176402e-08,1.1,1.150349731176402e-08,0,1.150349731176402e-08,0
1.150696871335864e-08,0,1.150696871335864e-08,1.1,1.150696871335864e-08,0,1.150696871335864e-08,0
1.151152587906813e-08,0,1.151152587906813e-08,1.1,1.151152587906813e-08,0,1.151152587906813e-08,0
1.15206402104871e-08,0,1.15206402104871e-08,1.1,1.15206402104871e-08,0,1.15206402104871e-08,0
1.153886887332505e-08,0,1.153886887332505e-08,1.1,1.153886887332505e-08,0,1.153886887332505e-08,0
1.157532619900095e-08,0,1.157532619900095e-08,1.1,1.157532619900095e-08,0,1.157532619900095e-08,0
1.164824085035276e-08,0,1.164824085035276e-08,1.1,1.164824085035276e-08,0,1.164824085035276e-08,0
1.179407015305636e-08,0,1.179407015305636e-08,1.1,1.179407015305636e-08,0,1.179407015305636e-08,0
1.208572875846357e-08,0,1.208572875846357e-08,1.1,1.208572875846357e-08,0,1.208572875846357e-08,0
1.266904596927798e-08,0,1.266904596927798e-08,1.1,1.266904596927798e-08,0,1.266904596927798e-08,0
1.346472189627358e-08,0,1.346472189627358e-08,1.1,1.346472189627358e-08,0,1.346472189627358e-08,0
1.430012980340518e-08,0,1.430012980340518e-08,1.1,1.430012980340518e-08,0,1.430012980340518e-08,0
1.5e-08,0,1.5e-08,1.1,1.5e-08,0,1.5e-08,0
1.55e-08,0,1.55e-08,1.1,1.55e-08,0,1.55e-08,0
1.6e-08,0,1.6e-08,1.1,1.6e-08,0,1.6e-08,0
1.674608659819516e-08,0,1.674608659819516e-08,1.1,1.674608659819516e-08,0,1.674608659819516e-08,0
1.779441297237115e-08,0,1.779441297237115e-08,1.1,1.779441297237115e-08,0,1.779441297237115e-08,0
1.88141194843393e-08,0,1.88141194843393e-08,1.1,1.88141194843393e-08,0,1.88141194843393e-08,0
1.940705974216965e-08,0,1.940705974216965e-08,1.1,1.940705974216965e-08,0,1.940705974216965e-08,0
2e-08,0,2e-08,1.1,2e-08,0,2e-08,0
2.050025000045454e-08,0,2.050025000045454e-08,1.1,2.050025000045454e-08,0,2.050025000045454e-08,0
2.050105274512918e-08,0.0008830191420956535,2.050105274512918e-08,1.1,2.050105274512918e-08,0,2.050105274512918e-08,0
2.050167108728074e-08,0.001563195508814452,2.050167108728074e-08,1.1,2.050167108728074e-08,0,2.050167108728074e-08,0
2.050290777158386e-08,0.00292354824225205,2.050290777158386e-08,1.1,2.050290777158386e-08,0,2.050290777158386e-08,0
2.050538114019011e-08,0.005644253709127023,2.050538114019011e-08,1.1,2.050538114019011e-08,0,2.050538114019011e-08,0
2.051032787740261e-08,0.01108566464287741,2.051032787740261e-08,1.1,2.051032787740261e-08,0,2.051032787740261e-08,0
2.051977273870394e-08,0.02147501207433966,2.051977273870394e-08,1.1,2.051977273870394e-08,0,2.051977273870394e-08,0
2.053238529522743e-08,0.03534882425017494,2.053238529522743e-08,1.1,2.053238529522743e-08,0,2.053238529522743e-08,0
2.055094027002467e-08,0.05575929652714429,2.055094027002467e-08,1.1,2.055094027002467e-08,0,2.055094027002467e-08,0
2.058303726430334e-08,0.09106599023367101,2.058303726430334e-08,1.1,2.058303726430334e-08,0,2.058303726430334e-08,0
2.063224840896179e-08,0.1451982493579709,2.063224840896179e-08,1.1,2.063224840896179e-08,0,2.063224840896179e-08,0
2.065775513944376e-08,0.1732556528881333,2.065775513944376e-08,1.1,2.065775513944376e-08,0,2.065775513944376e-08,0
2.068370700864058e-08,0.201802709004645,2.068370700864058e-08,1.1,2.068370700864058e-08,0,2.068370700864058e-08,0
2.070564178005311e-08,0.2259309575584277,2.070564178005311e-08,1.1,2.070564178005311e-08,0,2.070564178005311e-08,0
