/I1/PLUS (Design_Point=1) X,/I1/PLUS (Design_Point=1) Y,/NM0/S (Design_Point=1) X,/NM0/S (Design_Point=1) Y,/out (Design_Point=1) X,/out (Design_Point=1) Y
1.004216622603442e-09,1e-07,1.004216622603442e-09,-1.061628387612972e-06,1.004216622603442e-09,0.9829745209857773
1.010672649499635e-09,1e-07,1.010672649499635e-09,-1.060472832256071e-06,1.010672649499635e-09,0.982520284631572
1.017546660847604e-09,1e-07,1.017546660847604e-09,-1.05926536480769e-06,1.017546660847604e-09,0.982041400519195
1.027541239784711e-09,1e-07,1.027541239784711e-09,-1.057573085651066e-06,1.027541239784711e-09,0.9813600602810006
1.038206330763605e-09,1e-07,1.038206330763605e-09,-1.055876668765908e-06,1.038206330763605e-09,0.980660136337306
1.049182094071298e-09,1e-07,1.049182094071298e-09,-1.054280764465894e-06,1.049182094071298e-09,0.9799788531710562
1.061481009113783e-09,1e-07,1.061481009113783e-09,-1.052719629017261e-06,1.061481009113783e-09,0.9792786082096842
1.072482423351044e-09,1e-07,1.072482423351044e-09,-1.051587551997374e-06,1.072482423351044e-09,0.9787325476045675
1.078304649513247e-09,1e-07,1.078304649513247e-09,-1.051128160520859e-06,1.078304649513247e-09,0.9784893894084929
1.084149810374612e-09,1e-07,1.084149810374612e-09,-1.050805908762106e-06,1.084149810374612e-09,0.9782950142054375
1.089217782779342e-09,1e-07,1.089217782779342e-09,-1.050654919696136e-06,1.089217782779342e-09,0.9781728373117866
1.095163543729092e-09,1e-07,1.095163543729092e-09,-1.050617975318075e-06,1.095163543729092e-09,0.978080468785172
1.102560624135299e-09,1e-07,1.102560624135299e-09,-1.050743061072107e-06,1.102560624135299e-09,0.9780273610198272
1.108219827480438e-09,1e-07,1.108219827480438e-09,-1.050943556644668e-06,1.108219827480438e-09,0.9780243706695543
1.113946162810113e-09,1e-07,1.113946162810113e-09,-1.051223719598968e-06,1.113946162810113e-09,0.9780491804056561
1.120567818638305e-09,1e-07,1.120567818638305e-09,-1.051632732242796e-06,1.120567818638305e-09,0.9781089951580206
1.128459834577726e-09,1e-07,1.128459834577726e-09,-1.052229321934561e-06,1.128459834577726e-09,0.9782214415000073
1.138620050477469e-09,1e-07,1.138620050477469e-09,-1.053160565448688e-06,1.138620050477469e-09,0.9784306845975075
1.152469067138676e-09,1e-07,1.152469067138676e-09,-1.054704518294609e-06,1.152469067138676e-09,0.9788319248736291
1.172317936143664e-09,1e-07,1.172317936143664e-09,-1.057405965827575e-06,1.172317936143664e-09,0.9796353524819056
1.19282173855579e-09,1e-07,1.19282173855579e-09,-1.060696458970264e-06,1.19282173855579e-09,0.9807316130962808
1.212886102955178e-09,1e-07,1.212886102955178e-09,-1.06426939916011e-06,1.212886102955178e-09,0.9820350298087862
1.231035329211032e-09,1e-07,1.231035329211032e-09,-1.067667779468168e-06,1.231035329211032e-09,0.983373045791716
1.248112669260467e-09,1e-07,1.248112669260467e-09,-1.070897712333707e-06,1.248112669260467e-09,0.9847337007360247
1.268507938614715e-09,1e-07,1.268507938614715e-09,-1.074678042698091e-06,1.268507938614715e-09,0.9864411417013577
1.292121837993931e-09,1e-07,1.292121837993931e-09,-1.078861963248766e-06,1.292121837993931e-09,0.9884772366980715
1.315100228131044e-09,1e-07,1.315100228131044e-09,-1.082711345644436e-06,1.315100228131044e-09,0.9904795584623916
1.338247752035526e-09,1e-07,1.338247752035526e-09,-1.086390494960175e-06,1.338247752035526e-09,0.9924880766532277
1.364600766881333e-09,1e-07,1.364600766881333e-09,-1.090399136468243e-06,1.364600766881333e-09,0.9947392620537799
1.39532425505367e-09,1e-07,1.39532425505367e-09,-1.094940005587725e-06,1.39532425505367e-09,0.99729652125239
1.42875786691318e-09,1e-07,1.42875786691318e-09,-1.099842657076062e-06,1.42875786691318e-09,0.9999870028784167
1.464187856617962e-09,1e-07,1.464187856617962e-09,-1.105098576154558e-06,1.464187856617962e-09,1.002732083915969
1.500250000416667e-09,1e-07,1.500250000416667e-09,-1.110565507762037e-06,1.500250000416667e-09,1.00541907800299
1.508982106686266e-09,1e-07,1.508982106686266e-09,-1.111797977958495e-06,1.508982106686266e-09,1.005983710978776
1.516825756206927e-09,1e-07,1.516825756206927e-09,-1.112845204004759e-06,1.516825756206927e-09,1.006479529938521
1.52598582058675e-09,1e-07,1.52598582058675e-09,-1.114054159723808e-06,1.52598582058675e-09,1.007043273418061
1.537365221500261e-09,1e-07,1.537365221500261e-09,-1.11551562413092e-06,1.537365221500261e-09,1.007722919349884
1.551254378565351e-09,1e-07,1.551254378565351e-09,-1.117260418058807e-06,1.551254378565351e-09,1.008525503849274
1.574690667267904e-09,1e-07,1.574690667267904e-09,-1.120164451848686e-06,1.574690667267904e-09,1.009825852395691
1.604371507811859e-09,1e-07,1.604371507811859e-09,-1.123830226886611e-06,1.604371507811859e-09,1.0113955934482
1.638308334054681e-09,1e-07,1.638308334054681e-09,-1.128033842501115e-06,1.638308334054681e-09,1.013106893482667
1.678701080954231e-09,1e-07,1.678701080954231e-09,-1.133031190431474e-06,1.678701080954231e-09,1.015049959139458
1.728660202792432e-09,1e-07,1.728660202792432e-09,-1.139112618591883e-06,1.728660202792432e-09,1.017335428379073
1.794471708842166e-09,1e-07,1.794471708842166e-09,-1.146779019741511e-06,1.794471708842166e-09,1.02017645414733
1.888412463337622e-09,1e-07,1.888412463337622e-09,-1.156773265056494e-06,1.888412463337622e-09,1.023948534031375
2.035967634642488e-09,1e-07,2.035967634642488e-09,-1.169991437870202e-06,2.035967634642488e-09,1.029327554505599
2.219756370621448e-09,1e-07,2.219756370621448e-09,-1.182566990612058e-06,2.219756370621448e-09,1.035291855457414
2.448268625215229e-09,1e-07,2.448268625215229e-09,-1.19339451747524e-06,2.448268625215229e-09,1.041837433935372
2.745886913832117e-09,1e-07,2.745886913832117e-09,-1.201892879388083e-06,2.745886913832117e-09,1.04925737957502
3.097438525510028e-09,1e-07,3.097438525510028e-09,-1.206720831472735e-06,3.097438525510028e-09,1.056715124942037
3.472692589229789e-09,1e-07,3.472692589229789e-09,-1.208114289586599e-06,3.472692589229789e-09,1.063297976960987
3.899359324561267e-09,1e-07,3.899359324561267e-09,-1.206924990248623e-06,3.899359324561267e-09,1.069158273172254
4.413775716810052e-09,1e-07,4.413775716810052e-09,-1.203037321178188e-06,4.413775716810052e-09,1.07401131178635
4.999999999999999e-09,1e-07,4.999999999999999e-09,-1.196315214261807e-06,4.999999999999999e-09,1.076769403461728
5.220988389946671e-09,1e-07,5.220988389946671e-09,-1.193195761086485e-06,5.220988389946671e-09,1.076896209541931
5.662965169840013e-09,1e-07,5.662965169840013e-09,-1.186291987919313e-06,5.662965169840013e-09,1.07635285645618
5.999999999999999e-09,1e-07,5.999999999999999e-09,-1.180690659535745e-06,5.999999999999999e-09,1.075175817176082
6.266841790404309e-09,1e-07,6.266841790404309e-09,-1.17600051136602e-06,6.266841790404309e-09,1.073621426222512
6.729290216608177e-09,1e-07,6.729290216608177e-09,-1.167590764837072e-06,6.729290216608177e-09,1.070339666077126
7.123087563744034e-09,1e-07,7.123087563744034e-09,-1.160302469976546e-06,7.123087563744034e-09,1.066932704084937
7.910682258015747e-09,1e-07,7.910682258015747e-09,-1.145727638347686e-06,7.910682258015747e-09,1.058780516050585
8.74407420947446e-09,1e-07,8.74407420947446e-09,-1.130886434585026e-06,8.74407420947446e-09,1.048850900564275
9.37203710473723e-09,1e-07,9.37203710473723e-09,-1.120405731212568e-06,9.37203710473723e-09,1.040855691277929
1e-08,1e-07,1e-08,-1.110738569833371e-06,1e-08,1.032719421059575
1.05e-08,1e-07,1.05e-08,-1.103970592778807e-06,1.05e-08,1.026334450516776
1.050832683949146e-08,1e-07,1.050832683949146e-08,-1.103858216731813e-06,1.050832683949146e-08,1.026228209215485
1.051441067256908e-08,1e-07,1.051441067256908e-08,-1.103776157203196e-06,1.051441067256908e-08,1.026150601362984
1.051793903066138e-08,1e-07,1.051793903066138e-08,-1.103728604761974e-06,1.051793903066138e-08,1.026105600610726
1.052073437416039e-08,1e-07,1.052073437416039e-08,-1.103690958017716e-06,1.052073437416039e-08,1.026069955039926
1.052344612610626e-08,1e-07,1.052344612610626e-08,-1.103654456190012e-06,1.052344612610626e-08,1.026035379364279
1.052610991522092e-08,1e-07,1.052610991522092e-08,-1.103618618858962e-06,1.052610991522092e-08,1.02600141920411
1.052915812927126e-08,1e-07,1.052915812927126e-08,-1.103577633172881e-06,1.052915812927126e-08,1.025962563147937
1.053295069588309e-08,1e-07,1.053295069588309e-08,-1.103526674280526e-06,1.053295069588309e-08,1.025914226436753
1.053798059614747e-08,1e-07,1.053798059614747e-08,-1.103459138408521e-06,1.053798059614747e-08,1.025850133103081
1.054505467661073e-08,1e-07,1.054505467661073e-08,-1.103364277084841e-06,1.054505467661073e-08,1.025760017791229
1.055566404024443e-08,1e-07,1.055566404024443e-08,-1.10322224580198e-06,1.055566404024443e-08,1.025624924482555
1.05732430726927e-08,1e-07,1.05732430726927e-08,-1.102987560561333e-06,1.05732430726927e-08,1.025401236887245
1.060616784702591e-08,1e-07,1.060616784702591e-08,-1.102550272456401e-06,1.060616784702591e-08,1.024982882923452
1.065000642907326e-08,1e-07,1.065000642907326e-08,-1.101972129288113e-06,1.065000642907326e-08,1.024426930116757
1.0687105010322e-08,1e-07,1.0687105010322e-08,-1.101486666749059e-06,1.0687105010322e-08,1.023957547046856
1.071761477212827e-08,1e-07,1.071761477212827e-08,-1.10109139652572e-06,1.071761477212827e-08,1.023572230010917
1.0744615350958e-08,1e-07,1.0744615350958e-08,-1.100743106467873e-06,1.0744615350958e-08,1.023231775518781
1.077151546485235e-08,1e-07,1.077151546485235e-08,-1.10039812134356e-06,1.077151546485235e-08,1.02289319613733
1.078602859984395e-08,1e-07,1.078602859984395e-08,-1.100212686530876e-06,1.078602859984395e-08,1.022710734840197
1.080291620831702e-08,1e-07,1.080291620831702e-08,-1.099997528249898e-06,1.080291620831702e-08,1.02249861784699
1.0818644007817e-08,1e-07,1.0818644007817e-08,-1.099797728445948e-06,1.0818644007817e-08,1.022301260538476
1.083438246786341e-08,1e-07,1.083438246786341e-08,-1.099598364406738e-06,1.083438246786341e-08,1.022103956820642
1.085041311605237e-08,1e-07,1.085041311605237e-08,-1.099395868977418e-06,1.085041311605237e-08,1.021903184110592
1.08665376541874e-08,1e-07,1.08665376541874e-08,-1.099192955222879e-06,1.08665376541874e-08,1.021701512726261
1.088188343267343e-08,1e-07,1.088188343267343e-08,-1.09900026559463e-06,1.088188343267343e-08,1.02150972741822
1.08997783560646e-08,1e-07,1.08997783560646e-08,-1.098776235009853e-06,1.08997783560646e-08,1.021286319248941
1.092516504041692e-08,1e-07,1.092516504041692e-08,-1.098459593828047e-06,1.092516504041692e-08,1.020969814705128
1.09601321174826e-08,1e-07,1.09601321174826e-08,-1.09802608427301e-06,1.09601321174826e-08,1.020534850911386
1.09800660587413e-08,1e-07,1.09800660587413e-08,-1.097780100926927e-06,1.09800660587413e-08,1.020287325339142
1.1e-08,1e-07,1.1e-08,-1.097534949607016e-06,1.1e-08,1.020040127443082
1.100891566123624e-08,1e-07,1.100891566123624e-08,-1.097428337802752e-06,1.100891566123624e-08,1.01992973471999
1.102360386537301e-08,1e-07,1.102360386537301e-08,-1.097250024871174e-06,1.102360386537301e-08,1.019747951319911
1.1041166958116e-08,1e-07,1.1041166958116e-08,-1.097037365231757e-06,1.1041166958116e-08,1.019530813309954
1.105883790081374e-08,1e-07,1.105883790081374e-08,-1.096824059527732e-06,1.105883790081374e-08,1.019312604406038
1.108081938524377e-08,1e-07,1.108081938524377e-08,-1.096559624468846e-06,1.108081938524377e-08,1.01904153999527
1.110526813559392e-08,1e-07,1.110526813559392e-08,-1.096266985287637e-06,1.110526813559392e-08,1.018740656783057
1.113244445071249e-08,1e-07,1.113244445071249e-08,-1.095943101382176e-06,1.113244445071249e-08,1.018406798911593
1.116228689616352e-08,1e-07,1.116228689616352e-08,-1.095589236445661e-06,1.116228689616352e-08,1.018040955094363
1.118961981286302e-08,1e-07,1.118961981286302e-08,-1.095268201225063e-06,1.118961981286302e-08,1.017706676162941
1.121492070436126e-08,1e-07,1.121492070436126e-08,-1.094972155305698e-06,1.121492070436126e-08,1.017397842339214
1.12367295061234e-08,1e-07,1.12367295061234e-08,-1.094718223999917e-06,1.12367295061234e-08,1.017132147218947
1.126033077055861e-08,1e-07,1.126033077055861e-08,-1.0944446038839e-06,1.126033077055861e-08,1.016845123280905
1.128147766572764e-08,1e-07,1.128147766572764e-08,-1.094200483355681e-06,1.128147766572764e-08,1.016588404055273
1.130424042735272e-08,1e-07,1.130424042735272e-08,-1.093938789367772e-06,1.130424042735272e-08,1.016312555965425
1.133194984971542e-08,1e-07,1.133194984971542e-08,-1.093621975344234e-06,1.133194984971542e-08,1.015977547480754
1.136064831154979e-08,1e-07,1.136064831154979e-08,-1.0932954909942e-06,1.136064831154979e-08,1.015631351565523
1.138577818453303e-08,1e-07,1.138577818453303e-08,-1.09301106190671e-06,1.138577818453303e-08,1.015328887379973
1.14116610596792e-08,1e-07,1.14116610596792e-08,-1.092721339570548e-06,1.14116610596792e-08,1.015018044260475
1.143945383952743e-08,1e-07,1.143945383952743e-08,-1.092411649186831e-06,1.143945383952743e-08,1.014685165314852
1.147069665098331e-08,1e-07,1.147069665098331e-08,-1.092065462530265e-06,1.147069665098331e-08,1.014311858453734
1.15e-08,1e-07,1.15e-08,-1.091742701079151e-06,1.15e-08,1.013962644096831
1.150372518466632e-08,1e-07,1.150372518466632e-08,-1.091701967130261e-06,1.150372518466632e-08,1.013918369899767
1.150780717243031e-08,1e-07,1.150780717243031e-08,-1.091657236553563e-06,1.150780717243031e-08,1.013869821070788
1.151346018736412e-08,1e-07,1.151346018736412e-08,-1.091595332122327e-06,1.151346018736412e-08,1.013802612226125
1.152476621723175e-08,1e-07,1.152476621723175e-08,-1.091471670283666e-06,1.152476621723175e-08,1.013668288617273
1.1547378276967e-08,1e-07,1.1547378276967e-08,-1.091225058353458e-06,1.1547378276967e-08,1.013400032800837
1.159260239643751e-08,1e-07,1.159260239643751e-08,-1.090735043551777e-06,1.159260239643751e-08,1.012865221597556
1.168305063537852e-08,1e-07,1.168305063537852e-08,-1.089772240079717e-06,1.168305063537852e-08,1.011802429521633
1.186394711326054e-08,1e-07,1.186394711326054e-08,-1.087904211894287e-06,1.186394711326054e-08,1.009705345940785
1.22257400690246e-08,1e-07,1.22257400690246e-08,-1.084396221728911e-06,1.22257400690246e-08,1.005632167413828
1.29493259805527e-08,1e-07,1.29493259805527e-08,-1.078248999343073e-06,1.29493259805527e-08,0.9980120671603504
1.397466299027635e-08,1e-07,1.397466299027635e-08,-1.071348900488374e-06,1.397466299027635e-08,0.9885064607984421
1.5e-08,1e-07,1.5e-08,-1.066318856243657e-06,1.5e-08,0.9805721969753957
1.556335920742791e-08,1e-07,1.556335920742791e-08,-1.064491658659133e-06,1.556335920742791e-08,0.9771175573042622
1.6e-08,1e-07,1.6e-08,-1.063218249990518e-06,1.6e-08,0.9746383227290513
1.670944536700324e-08,1e-07,1.670944536700324e-08,-1.0618922701751e-06,1.670944536700324e-08,0.9714501459611369
1.749904375460439e-08,1e-07,1.749904375460439e-08,-1.060890419860811e-06,1.749904375460439e-08,0.9684592018294204
1.826664448297169e-08,1e-07,1.826664448297169e-08,-1.060503768175947e-06,1.826664448297169e-08,0.9662553723005685
1.913332224148585e-08,1e-07,1.913332224148585e-08,-1.060747799340821e-06,1.913332224148585e-08,0.9646236969115756
2e-08,1e-07,2e-08,-1.061686577915852e-06,2e-08,0.9638649257119034
2.050025000041667e-08,1e-07,2.050025000041667e-08,-1.062629128442739e-06,2.050025000041667e-08,0.9639320648161768
2.0501029587617e-08,1e-07,2.0501029587617e-08,-1.062620698676412e-06,2.0501029587617e-08,0.9639336519534339
2.050162039145265e-08,1e-07,2.050162039145265e-08,-1.062623583386781e-06,2.050162039145265e-08,0.9639348037565511
2.050280199912393e-08,1e-07,2.050280199912393e-08,-1.062629152287269e-06,2.050280199912393e-08,0.9639369575814214
2.05051652144665e-08,1e-07,2.05051652144665e-08,-1.062639495033861e-06,2.05051652144665e-08,0.9639408166562373
2.050989164515165e-08,1e-07,2.050989164515165e-08,-1.062659172539452e-06,2.050989164515165e-08,0.963947678226437
2.051934450652193e-08,1e-07,2.051934450652193e-08,-1.062700727180808e-06,2.051934450652193e-08,0.963960837691331
2.053208841965162e-08,1e-07,2.053208841965162e-08,-1.06276488930699e-06,2.053208841965162e-08,0.963979610203708
2.055101563067105e-08,1e-07,2.055101563067105e-08,-1.062874104665263e-06,2.055101563067105e-08,0.9640102332619502
2.058423800387397e-08,1e-07,2.058423800387397e-08,-1.063086738856784e-06,2.058423800387397e-08,0.9640692833675325
2.063138702147638e-08,1e-07,2.063138702147638e-08,-1.063405290724477e-06,2.063138702147638e-08,0.9641600998085118
2.065354875675251e-08,1e-07,2.065354875675251e-08,-1.063557502519056e-06,2.065354875675251e-08,0.9642047989914668
2.067631920508113e-08,1e-07,2.067631920508113e-08,-1.06371239512045e-06,2.067631920508113e-08,0.964251079316461
2.069554942104263e-08,1e-07,2.069554942104263e-08,-1.06383944375165e-06,2.069554942104263e-08,0.9642893977923569
2.071074917063901e-08,1e-07,2.071074917063901e-08,-1.063935108085953e-06,2.071074917063901e-08,0.9643182845347645
2.072476637094188e-08,1e-07,2.072476637094188e-08,-1.0640171294194e-06,2.072476637094188e-08,0.9643429600506224
2.073871252710191e-08,1e-07,2.073871252710191e-08,-1.064090133144703e-06,2.073871252710191e-08,0.9643647867009328
2.075427581439717e-08,1e-07,2.075427581439717e-08,-1.064158121457136e-06,2.075427581439717e-08,0.9643849582862755
2.077547158235817e-08,1e-07,2.077547158235817e-08,-1.064222282407941e-06,2.077547158235817e-08,0.9644037184171768
2.079449331971751e-08,1e-07,2.079449331971751e-08,-1.064248217768771e-06,2.079449331971751e-08,0.9644107980934267
2.081007412231198e-08,1e-07,2.081007412231198e-08,-1.064244209120794e-06,2.081007412231198e-08,0.9644086299479471
2.082485968173312e-08,1e-07,2.082485968173312e-08,-1.064216960092752e-06,2.082485968173312e-08,0.9643989709361632
2.084046663819746e-08,1e-07,2.084046663819746e-08,-1.064160466870008e-06,2.084046663819746e-08,0.9643795174254135
2.085782469945091e-08,1e-07,2.085782469945091e-08,-1.064059568485411e-06,2.085782469945091e-08,0.9643447165968876
2.087795257385086e-08,1e-07,2.087795257385086e-08,-1.063883059603495e-06,2.087795257385086e-08,0.9642829000796576
2.08987181069078e-08,1e-07,2.08987181069078e-08,-1.063615970331931e-06,2.08987181069078e-08,0.9641870145314783
2.091778289564338e-08,1e-07,2.091778289564338e-08,-1.063264898835814e-06,2.091778289564338e-08,0.9640575931423226
2.093509181032801e-08,1e-07,2.093509181032801e-08,-1.062817921536646e-06,2.093509181032801e-08,0.9638888830930716
2.094971085538968e-08,1e-07,2.094971085538968e-08,-1.062306824516996e-06,2.094971085538968e-08,0.9636921245453587
2.096254046728399e-08,1e-07,2.096254046728399e-08,-1.061731791588589e-06,2.096254046728399e-08,0.963467104758427
2.097478126221067e-08,1e-07,2.097478126221067e-08,-1.06107113600106e-06,2.097478126221067e-08,0.9632047199776065
2.098798018938151e-08,1e-07,2.098798018938151e-08,-1.06025675254046e-06,2.098798018938151e-08,0.962876470894511
2.1e-08,1e-07,2.1e-08,-1.059449681557432e-06,2.1e-08,0.9625457976228234
2.10051593555327e-08,1e-07,2.10051593555327e-08,-1.059084502170997e-06,2.10051593555327e-08,0.9623935679663033
2.101547806659811e-08,1e-07,2.101547806659811e-08,-1.058346517812701e-06,2.101547806659811e-08,0.9620829861514574
2.102441490655183e-08,1e-07,2.102441490655183e-08,-1.057699920951754e-06,2.102441490655183e-08,0.9618063150136561
2.104228858645928e-08,1e-07,2.104228858645928e-08,-1.056391934611092e-06,2.104228858645928e-08,0.9612335516959279
2.105715336153971e-08,1e-07,2.105715336153971e-08,-1.055305379481465e-06,2.105715336153971e-08,0.9607443346510605
2.106914233572665e-08,1e-07,2.106914233572665e-08,-1.054463116842778e-06,2.106914233572665e-08,0.9603551024979298
2.107544372922309e-08,1e-07,2.107544372922309e-08,-1.054061950540001e-06,2.107544372922309e-08,0.9601641388306849
2.108199240034515e-08,1e-07,2.108199240034515e-08,-1.053721512858929e-06,2.108199240034515e-08,0.9599949908130073
2.108723528789316e-08,1e-07,2.108723528789316e-08,-1.053525002646232e-06,2.108723528789316e-08,0.9598886852273946
2.109272407976636e-08,1e-07,2.109272407976636e-08,-1.053386213886937e-06,2.109272407976636e-08,0.9598032655726352
2.109822867623767e-08,1e-07,2.109822867623767e-08,-1.053296586339961e-06,2.109822867623767e-08,0.9597364254444904
2.11038463507102e-08,1e-07,2.11038463507102e-08,-1.053235959803991e-06,2.11038463507102e-08,0.9596799171178895
2.110951553628372e-08,1e-07,2.110951553628372e-08,-1.053193537474748e-06,2.110951553628372e-08,0.9596292659504156
2.111578761017123e-08,1e-07,2.111578761017123e-08,-1.053158067132174e-06,2.111578761017123e-08,0.9595765210676052
2.112310927991561e-08,1e-07,2.112310927991561e-08,-1.053125677142646e-06,2.112310927991561e-08,0.9595165756125749
