/I1/PLUS (Design_Point=1) X,/I1/PLUS (Design_Point=1) Y,/NM0/S (Design_Point=1) X,/NM0/S (Design_Point=1) Y,/out (Design_Point=1) X,/out (Design_Point=1) Y
9.929152355164853e-10,9.999999999999999e-06,9.929152355164853e-10,-1.078840474850327e-05,9.929152355164853e-10,0.8929018991728571
1e-09,9.999999999999999e-06,1e-09,-1.078612519663695e-05,1e-09,0.8917845401866699
1.003946089245607e-09,9.999999999999999e-06,1.003946089245607e-09,-1.078486113366602e-05,1.003946089245607e-09,0.8911615032035836
1.010127272936911e-09,9.999999999999999e-06,1.010127272936911e-09,-1.078289614689889e-05,1.010127272936911e-09,0.8901889164241051
1.017173609999949e-09,9.999999999999999e-06,1.017173609999949e-09,-1.078069190452987e-05,1.017173609999949e-09,0.8890887691612741
1.026256889242414e-09,9.999999999999999e-06,1.026256889242414e-09,-1.077792827227831e-05,1.026256889242414e-09,0.8876904542389745
1.036825004561398e-09,9.999999999999999e-06,1.036825004561398e-09,-1.077485732683537e-05,1.036825004561398e-09,0.8861021189266464
1.047772510417082e-09,9.999999999999999e-06,1.047772510417082e-09,-1.077187880444744e-05,1.047772510417082e-09,0.8845126204105663
1.059043034195359e-09,9.999999999999999e-06,1.059043034195359e-09,-1.076906904747314e-05,1.059043034195359e-09,0.882950492854122
1.070193035700649e-09,9.999999999999999e-06,1.070193035700649e-09,-1.076659645405577e-05,1.070193035700649e-09,0.881499720494447
1.076468855853171e-09,9.999999999999999e-06,1.076468855853171e-09,-1.076537208099987e-05,1.076468855853171e-09,0.8807378804327423
1.082874432924331e-09,9.999999999999999e-06,1.082874432924331e-09,-1.076429294323802e-05,1.082874432924331e-09,0.8800214400448867
1.088081047096671e-09,9.999999999999999e-06,1.088081047096671e-09,-1.076356579765331e-05,1.088081047096671e-09,0.8794936987764981
1.09343539187944e-09,9.999999999999999e-06,1.09343539187944e-09,-1.07629531704506e-05,1.09343539187944e-09,0.8790010685675828
1.098842118173737e-09,9.999999999999999e-06,1.098842118173737e-09,-1.076245378758855e-05,1.098842118173737e-09,0.878547992397792
1.104485576083804e-09,9.999999999999999e-06,1.104485576083804e-09,-1.076203701625942e-05,1.104485576083804e-09,0.8781142944426565
1.110095204415245e-09,9.999999999999999e-06,1.110095204415245e-09,-1.07617111127015e-05,1.110095204415245e-09,0.8777167771525739
1.116249179650172e-09,9.999999999999999e-06,1.116249179650172e-09,-1.076144074993529e-05,1.116249179650172e-09,0.877314673260533
1.12338639552288e-09,9.999999999999999e-06,1.12338639552288e-09,-1.076122649565338e-05,1.12338639552288e-09,0.876888427230946
1.132079874961709e-09,9.999999999999999e-06,1.132079874961709e-09,-1.076109619146661e-05,1.132079874961709e-09,0.8764245950253396
1.143275015282365e-09,9.999999999999999e-06,1.143275015282365e-09,-1.076111844512132e-05,1.143275015282365e-09,0.8759133078656228
1.158562493039973e-09,9.999999999999999e-06,1.158562493039973e-09,-1.076145261399068e-05,1.158562493039973e-09,0.8753654715843483
1.178137567828985e-09,9.999999999999999e-06,1.178137567828985e-09,-1.076229054501171e-05,1.178137567828985e-09,0.8748996809262498
1.198920138687277e-09,9.999999999999999e-06,1.198920138687277e-09,-1.076352423321399e-05,1.198920138687277e-09,0.8746571791246546
1.217733903341284e-09,9.999999999999999e-06,1.217733903341284e-09,-1.076478470789744e-05,1.217733903341284e-09,0.8746153583246487
1.235073694685595e-09,9.999999999999999e-06,1.235073694685595e-09,-1.076593477500619e-05,1.235073694685595e-09,0.8746836689121724
1.25571145858406e-09,9.999999999999999e-06,1.25571145858406e-09,-1.076715509755838e-05,1.25571145858406e-09,0.8748447602149423
1.27833847257464e-09,9.999999999999999e-06,1.27833847257464e-09,-1.076822428035088e-05,1.27833847257464e-09,0.8750677274450775
1.300906804120538e-09,9.999999999999999e-06,1.300906804120538e-09,-1.076900275327154e-05,1.300906804120538e-09,0.8752972957613957
1.324088273004989e-09,9.999999999999999e-06,1.324088273004989e-09,-1.076955043447605e-05,1.324088273004989e-09,0.8755102002700607
1.350624723211059e-09,9.999999999999999e-06,1.350624723211059e-09,-1.076997546755137e-05,1.350624723211059e-09,0.8757008867221988
1.381140335426125e-09,9.999999999999999e-06,1.381140335426125e-09,-1.077037170145831e-05,1.381140335426125e-09,0.875833853908392
1.41378299834314e-09,9.999999999999999e-06,1.41378299834314e-09,-1.077087128836277e-05,1.41378299834314e-09,0.8758686748553814
1.448098751944915e-09,9.999999999999999e-06,1.448098751944915e-09,-1.077162861461001e-05,1.448098751944915e-09,0.8757891595227774
1.474174376180791e-09,9.999999999999999e-06,1.474174376180791e-09,-1.077241076188748e-05,1.474174376180791e-09,0.8756539475801131
1.500250000416667e-09,9.999999999999999e-06,1.500250000416667e-09,-1.07733851171565e-05,1.500250000416667e-09,0.8754589023797488
1.508412341924959e-09,9.999999999999999e-06,1.508412341924959e-09,-1.077363535366374e-05,1.508412341924959e-09,0.8753219854640972
1.515385881755255e-09,9.999999999999999e-06,1.515385881755255e-09,-1.077380125288034e-05,1.515385881755255e-09,0.8751955847235503
1.523036572382428e-09,9.999999999999999e-06,1.523036572382428e-09,-1.077398111081689e-05,1.523036572382428e-09,0.8750455752569196
1.533668384199761e-09,9.999999999999999e-06,1.533668384199761e-09,-1.077420573865413e-05,1.533668384199761e-09,0.87481889344025
1.546626095520424e-09,9.999999999999999e-06,1.546626095520424e-09,-1.077446090067689e-05,1.546626095520424e-09,0.8745178164499432
1.568010668926855e-09,9.999999999999999e-06,1.568010668926855e-09,-1.07748862568322e-05,1.568010668926855e-09,0.8739725744346338
1.596246027178981e-09,9.999999999999999e-06,1.596246027178981e-09,-1.077551645647477e-05,1.596246027178981e-09,0.8731797155946348
1.628491147858371e-09,9.999999999999999e-06,1.628491147858371e-09,-1.077635663205298e-05,1.628491147858371e-09,0.8721941936063217
1.666797597734552e-09,9.999999999999999e-06,1.666797597734552e-09,-1.077749404150336e-05,1.666797597734552e-09,0.8709348832745289
1.71413512808018e-09,9.999999999999999e-06,1.71413512808018e-09,-1.077900062289444e-05,1.71413512808018e-09,0.8692699384207258
1.776198117344046e-09,9.999999999999999e-06,1.776198117344046e-09,-1.078093327687481e-05,1.776198117344046e-09,0.8669362304331459
1.864444099195046e-09,9.999999999999999e-06,1.864444099195046e-09,-1.078323532327552e-05,1.864444099195046e-09,0.8633800059402846
2.001579548023928e-09,9.999999999999999e-06,2.001579548023928e-09,-1.078530814449885e-05,2.001579548023928e-09,0.8574451515383467
2.167710196606276e-09,9.999999999999999e-06,2.167710196606276e-09,-1.078537795392148e-05,2.167710196606276e-09,0.849826828095132
2.373468333148371e-09,9.999999999999999e-06,2.373468333148371e-09,-1.078258564910341e-05,2.373468333148371e-09,0.8401281474737787
2.635696551426263e-09,9.999999999999999e-06,2.635696551426263e-09,-1.077660224162473e-05,2.635696551426263e-09,0.8280560249630387
2.959308942889599e-09,9.999999999999999e-06,2.959308942889599e-09,-1.077013947707041e-05,2.959308942889599e-09,0.8150191488856522
3.30292552162947e-09,9.999999999999999e-06,3.30292552162947e-09,-1.077110752010585e-05,3.30292552162947e-09,0.8054963770949428
3.635384173323054e-09,9.999999999999999e-06,3.635384173323054e-09,-1.078096557301818e-05,3.635384173323054e-09,0.8022968663871953
3.985819692363322e-09,9.999999999999999e-06,3.985819692363322e-09,-1.07987400148349e-05,3.985819692363322e-09,0.8059837081095795
4.448476861348293e-09,9.999999999999999e-06,4.448476861348293e-09,-1.083559867143034e-05,4.448476861348293e-09,0.8197706525616398
4.724238430674146e-09,9.999999999999999e-06,4.724238430674146e-09,-1.086576964679555e-05,4.724238430674146e-09,0.8313191701306961
4.999999999999999e-09,9.999999999999999e-06,4.999999999999999e-09,-1.088703147399043e-05,4.999999999999999e-09,0.8441210794766011
5.215084307922323e-09,9.999999999999999e-06,5.215084307922323e-09,-1.090068393002245e-05,5.215084307922323e-09,0.8545700297580257
5.562841488519458e-09,9.999999999999999e-06,5.562841488519458e-09,-1.092598580400454e-05,5.562841488519458e-09,0.8712939690262679
5.781420744259729e-09,9.999999999999999e-06,5.781420744259729e-09,-1.093314573141831e-05,5.781420744259729e-09,0.8816317571620652
5.999999999999999e-09,9.999999999999999e-06,5.999999999999999e-09,-1.0944288774191e-05,5.999999999999999e-09,0.8917749270496581
6.268696159262488e-09,9.999999999999999e-06,6.268696159262488e-09,-1.09561481451189e-05,6.268696159262488e-09,0.9037384279683154
6.652416794288373e-09,9.999999999999999e-06,6.652416794288373e-09,-1.097192928979144e-05,6.652416794288373e-09,0.920282161147534
7.056495160344786e-09,9.999999999999999e-06,7.056495160344786e-09,-1.098703981427054e-05,7.056495160344786e-09,0.9367771627610451
7.62823365278519e-09,9.999999999999999e-06,7.62823365278519e-09,-1.100602284337314e-05,7.62823365278519e-09,0.9582181453211236
8.404383739563068e-09,9.999999999999999e-06,8.404383739563068e-09,-1.102727039452401e-05,8.404383739563068e-09,0.9834093091860108
9.202191869781534e-09,9.999999999999999e-06,9.202191869781534e-09,-1.10434358141486e-05,9.202191869781534e-09,1.004403969022139
1e-08,9.999999999999999e-06,1e-08,-1.105382186287698e-05,1e-08,1.020486209672766
1.029002373940231e-08,9.999999999999999e-06,1.029002373940231e-08,-1.105585694750306e-05,1.029002373940231e-08,1.02484631534625
1.050025000041667e-08,9.999999999999999e-06,1.050025000041667e-08,-1.105702618776209e-05,1.050025000041667e-08,1.027792316073289
1.050555656920154e-08,9.999999999999999e-06,1.050555656920154e-08,-1.105704950565228e-05,1.050555656920154e-08,1.027864274497251
1.050958122645761e-08,9.999999999999999e-06,1.050958122645761e-08,-1.105707047648369e-05,1.050958122645761e-08,1.027918735518456
1.051341096712557e-08,9.999999999999999e-06,1.051341096712557e-08,-1.105709033026031e-05,1.051341096712557e-08,1.027970462708679
1.051547623606295e-08,9.999999999999999e-06,1.051547623606295e-08,-1.105710098950363e-05,1.051547623606295e-08,1.027998317281963
1.051764091271119e-08,9.999999999999999e-06,1.051764091271119e-08,-1.105711213092152e-05,1.051764091271119e-08,1.028027481563562
1.051980798229343e-08,9.999999999999999e-06,1.051980798229343e-08,-1.105712324984052e-05,1.051980798229343e-08,1.028056646018009
1.052216198340093e-08,9.999999999999999e-06,1.052216198340093e-08,-1.10571352880584e-05,1.052216198340093e-08,1.028088289748771
1.052499356241645e-08,9.999999999999999e-06,1.052499356241645e-08,-1.105714971010649e-05,1.052499356241645e-08,1.028126303779155
1.052851342779433e-08,9.999999999999999e-06,1.052851342779433e-08,-1.105716755499496e-05,1.052851342779433e-08,1.028173481042169
1.053303529282941e-08,9.999999999999999e-06,1.053303529282941e-08,-1.105719034391123e-05,1.053303529282941e-08,1.02823396420297
1.053901941822151e-08,9.999999999999999e-06,1.053901941822151e-08,-1.105722026490179e-05,1.053901941822151e-08,1.028313790980264
1.054728640739229e-08,9.999999999999999e-06,1.054728640739229e-08,-1.105726115918492e-05,1.054728640739229e-08,1.028423669446451
1.055957169609715e-08,9.999999999999999e-06,1.055957169609715e-08,-1.105732097079606e-05,1.055957169609715e-08,1.028586095903935
1.058013367314837e-08,9.999999999999999e-06,1.058013367314837e-08,-1.10574185427564e-05,1.058013367314837e-08,1.028855657746349
1.061788247063148e-08,9.999999999999999e-06,1.061788247063148e-08,-1.105758957950506e-05,1.061788247063148e-08,1.029343080053473
1.066048914806478e-08,9.999999999999999e-06,1.066048914806478e-08,-1.10577696741383e-05,1.066048914806478e-08,1.029881705378196
1.069554588106491e-08,9.999999999999999e-06,1.069554588106491e-08,-1.105790911549337e-05,1.069554588106491e-08,1.030315774965569
1.072495366182193e-08,9.999999999999999e-06,1.072495366182193e-08,-1.105801937097239e-05,1.072495366182193e-08,1.030673581763468
1.075145406530927e-08,9.999999999999999e-06,1.075145406530927e-08,-1.105811332548595e-05,1.075145406530927e-08,1.030991103592143
1.077976037497154e-08,9.999999999999999e-06,1.077976037497154e-08,-1.105820807851316e-05,1.077976037497154e-08,1.031325150091719
1.079519925130635e-08,9.999999999999999e-06,1.079519925130635e-08,-1.105825739336268e-05,1.079519925130635e-08,1.031505125499383
1.081052076665432e-08,9.999999999999999e-06,1.081052076665432e-08,-1.105830458386187e-05,1.081052076665432e-08,1.031682189034423
1.082552417354962e-08,9.999999999999999e-06,1.082552417354962e-08,-1.105834916362193e-05,1.082552417354962e-08,1.0318540911041
1.08441601478364e-08,9.999999999999999e-06,1.08441601478364e-08,-1.105840227898252e-05,1.08441601478364e-08,1.032065574913021
1.086431811281235e-08,9.999999999999999e-06,1.086431811281235e-08,-1.105845696372741e-05,1.086431811281235e-08,1.032291798179392
1.087984715734649e-08,9.999999999999999e-06,1.087984715734649e-08,-1.105849712069493e-05,1.087984715734649e-08,1.032464283677387
1.089583845958545e-08,9.999999999999999e-06,1.089583845958545e-08,-1.105853674090856e-05,1.089583845958545e-08,1.032640293640909
1.09179658319159e-08,9.999999999999999e-06,1.09179658319159e-08,-1.105858881671586e-05,1.09179658319159e-08,1.032881129754552
1.095591187134075e-08,9.999999999999999e-06,1.095591187134075e-08,-1.105866987935415e-05,1.095591187134075e-08,1.033286852855857
1.097795593567038e-08,9.999999999999999e-06,1.097795593567038e-08,-1.105871463067628e-05,1.097795593567038e-08,1.033518345512189
1.1e-08,9.999999999999999e-06,1.1e-08,-1.105875572920341e-05,1.1e-08,1.033746770213628
1.100901603860513e-08,9.999999999999999e-06,1.100901603860513e-08,-1.105877149809818e-05,1.100901603860513e-08,1.033839056155136
1.102412324497312e-08,9.999999999999999e-06,1.102412324497312e-08,-1.105879679469111e-05,1.102412324497312e-08,1.033992808176948
1.104273513424112e-08,9.999999999999999e-06,1.104273513424112e-08,-1.105882597133618e-05,1.104273513424112e-08,1.034180394517152
1.106064558048504e-08,9.999999999999999e-06,1.106064558048504e-08,-1.105885187940897e-05,1.106064558048504e-08,1.034358917297569
1.108280091744602e-08,9.999999999999999e-06,1.108280091744602e-08,-1.105888099100285e-05,1.108280091744602e-08,1.034577014305168
1.110736261536444e-08,9.999999999999999e-06,1.110736261536444e-08,-1.105890947232686e-05,1.110736261536444e-08,1.034815262562327
1.113479732382578e-08,9.999999999999999e-06,1.113479732382578e-08,-1.105893680946211e-05,1.113479732382578e-08,1.035076993736753
1.116442468103461e-08,9.999999999999999e-06,1.116442468103461e-08,-1.105896067009857e-05,1.116442468103461e-08,1.035354469852059
1.11916217489855e-08,9.999999999999999e-06,1.11916217489855e-08,-1.1058978797039e-05,1.11916217489855e-08,1.03560448020547
1.121698187580555e-08,9.999999999999999e-06,1.121698187580555e-08,-1.10589914459589e-05,1.121698187580555e-08,1.035833575951028
1.123682271299059e-08,9.999999999999999e-06,1.123682271299059e-08,-1.105899873264794e-05,1.123682271299059e-08,1.036010112795802
1.125991705559771e-08,9.999999999999999e-06,1.125991705559771e-08,-1.105900403641241e-05,1.125991705559771e-08,1.036212625775219
1.128108450743568e-08,9.999999999999999e-06,1.128108450743568e-08,-1.105900600959439e-05,1.128108450743568e-08,1.036395449222888
1.130380181740836e-08,9.999999999999999e-06,1.130380181740836e-08,-1.1059005064027e-05,1.130380181740836e-08,1.036588705052571
1.133157181088229e-08,9.999999999999999e-06,1.133157181088229e-08,-1.105899968436508e-05,1.133157181088229e-08,1.036820818969868
1.136041964943847e-08,9.999999999999999e-06,1.136041964943847e-08,-1.10589893502327e-05,1.136041964943847e-08,1.037057153108266
1.138555622841195e-08,9.999999999999999e-06,1.138555622841195e-08,-1.105897620950557e-05,1.138555622841195e-08,1.037259131238773
1.141141390556379e-08,9.999999999999999e-06,1.141141390556379e-08,-1.105895879010576e-05,1.141141390556379e-08,1.037463086892468
1.14391430910199e-08,9.999999999999999e-06,1.14391430910199e-08,-1.105893723076782e-05,1.14391430910199e-08,1.037677534839497
1.147029148725461e-08,9.999999999999999e-06,1.147029148725461e-08,-1.105890773202333e-05,1.147029148725461e-08,1.037913197026357
1.150025000041667e-08,9.999999999999999e-06,1.150025000041667e-08,-1.10588745242596e-05,1.150025000041667e-08,1.038134660504707
1.150559613391595e-08,9.999999999999999e-06,1.150559613391595e-08,-1.105886801166815e-05,1.150559613391595e-08,1.03817356535357
1.151025467083759e-08,9.999999999999999e-06,1.151025467083759e-08,-1.105886224103296e-05,1.151025467083759e-08,1.038207380659907
1.151595872793294e-08,9.999999999999999e-06,1.151595872793294e-08,-1.105885501254025e-05,1.151595872793294e-08,1.038248634310512
1.152736684212363e-08,9.999999999999999e-06,1.152736684212363e-08,-1.105883996766646e-05,1.152736684212363e-08,1.038330599693587
1.155018307050502e-08,9.999999999999999e-06,1.155018307050502e-08,-1.105880761085724e-05,1.155018307050502e-08,1.038492337082016
1.15958155272678e-08,9.999999999999999e-06,1.15958155272678e-08,-1.105873411475088e-05,1.15958155272678e-08,1.038807113990647
1.168708044079337e-08,9.999999999999999e-06,1.168708044079337e-08,-1.105855367533085e-05,1.168708044079337e-08,1.039402393667814
1.18696102678445e-08,9.999999999999999e-06,1.18696102678445e-08,-1.105807557316322e-05,1.18696102678445e-08,1.040460061251576
1.223466992194676e-08,9.999999999999999e-06,1.223466992194676e-08,-1.105668342766985e-05,1.223466992194676e-08,1.042076936561348
1.296478923015128e-08,9.999999999999999e-06,1.296478923015128e-08,-1.10525273517332e-05,1.296478923015128e-08,1.043571887799217
1.389723348545564e-08,9.999999999999999e-06,1.389723348545564e-08,-1.104543322207863e-05,1.389723348545564e-08,1.042765854583883
1.444861674272782e-08,9.999999999999999e-06,1.444861674272782e-08,-1.104062577538429e-05,1.444861674272782e-08,1.041118126971983
1.5e-08,9.999999999999999e-06,1.5e-08,-1.103562380021293e-05,1.5e-08,1.038823961522091
1.55e-08,9.999999999999999e-06,1.55e-08,-1.103113144090513e-05,1.55e-08,1.03618211310309
1.6e-08,9.999999999999999e-06,1.6e-08,-1.102673367127856e-05,1.6e-08,1.033400861376293
1.670337669972863e-08,9.999999999999999e-06,1.670337669972863e-08,-1.10211323535889e-05,1.670337669972863e-08,1.029236505820278
1.782299244316255e-08,9.999999999999999e-06,1.782299244316255e-08,-1.101312024293065e-05,1.782299244316255e-08,1.022613303322957
1.894233472714386e-08,9.999999999999999e-06,1.894233472714386e-08,-1.100649253549969e-05,1.894233472714386e-08,1.016308994030294
2e-08,9.999999999999999e-06,2e-08,-1.100166362949008e-05,2e-08,1.010934794191184
2.050025000041667e-08,9.999999999999999e-06,2.050025000041667e-08,-1.099999722660809e-05,2.050025000041667e-08,1.008729468193588
2.050104500641845e-08,9.999999999999999e-06,2.050104500641845e-08,-1.09999946418128e-05,2.050104500641845e-08,1.008727424349912
2.05016441961286e-08,9.999999999999999e-06,2.05016441961286e-08,-1.099999445595211e-05,2.05016441961286e-08,1.008725836978769
2.05028425755489e-08,9.999999999999999e-06,2.05028425755489e-08,-1.099999379210746e-05,2.05028425755489e-08,1.008722510782152
2.05052393343895e-08,9.999999999999999e-06,2.05052393343895e-08,-1.099999164924096e-05,2.05052393343895e-08,1.008715407171062
2.05100328520707e-08,9.999999999999999e-06,2.05100328520707e-08,-1.099998629525695e-05,2.05100328520707e-08,1.008700337791348
2.05194232960749e-08,9.999999999999999e-06,2.05194232960749e-08,-1.099997769178359e-05,2.05194232960749e-08,1.008670232084967
2.05321050419296e-08,9.999999999999999e-06,2.05321050419296e-08,-1.099997352950666e-05,2.05321050419296e-08,1.008630499770684
2.055105262495141e-08,9.999999999999999e-06,2.055105262495141e-08,-1.09999805514175e-05,2.055105262495141e-08,1.008573775708285
2.058467795038281e-08,9.999999999999999e-06,2.058467795038281e-08,-1.100001432485589e-05,2.058467795038281e-08,1.008478714003477
2.06168033448238e-08,9.999999999999999e-06,2.06168033448238e-08,-1.100005929614784e-05,2.06168033448238e-08,1.008392721960852
2.06501170740415e-08,9.999999999999999e-06,2.06501170740415e-08,-1.100011064432981e-05,2.06501170740415e-08,1.008306994492234
2.067517915298466e-08,9.999999999999999e-06,2.067517915298466e-08,-1.100014893022952e-05,2.067517915298466e-08,1.008243668367745
2.069385849164445e-08,9.999999999999999e-06,2.069385849164445e-08,-1.100017489537919e-05,2.069385849164445e-08,1.00819611990159
2.07094166447324e-08,9.999999999999999e-06,2.07094166447324e-08,-1.100019258440079e-05,2.07094166447324e-08,1.008155369623604
2.072338396490569e-08,9.999999999999999e-06,2.072338396490569e-08,-1.100020314804542e-05,2.072338396490569e-08,1.008117073702824
2.07372444723315e-08,9.999999999999999e-06,2.07372444723315e-08,-1.100020614953558e-05,2.07372444723315e-08,1.008076659880275
2.075289427145139e-08,9.999999999999999e-06,2.075289427145139e-08,-1.10001974316568e-05,2.075289427145139e-08,1.008027190603889
